"","ID","Ventas","Zona","Vendedor","Devol","Satis","Canal","Turno"
"185","1185","578493.157","Norte","2","12001","FALSE","tradicional","2"
"186","1186","194637.741","Norte","4","12000","TRUE","web","9"
"187","1187","681054.268","Norte","2","12013","TRUE","tradicional","7"
"188","1188","208095.037","Norte","2","12001","TRUE","web","8"
"189","1189","425089.68","Norte","4","12022","FALSE","tradicional","3"
"190","1190","1066937.351","Norte","1","12052","TRUE","web","9"
"191","1191","116763.495","Norte","1","12000","TRUE","tradicional","4"
"192","1192","212259.406","Norte","2","12000","TRUE","web","2"
"193","1193","482707.693","Norte","2","12000","TRUE","tradicional","5"
"194","1194","264527.802","Norte","4","12000","TRUE","web","1"
"195","1195","222316.969","Norte","5","12001","TRUE","tradicional","6"
"196","1196","863918.225","Norte","2","12000","FALSE","web","2"
"197","1197","433697.027","Norte","1","12002","TRUE","tradicional","9"
"198","1198","436722.437","Norte","1","12025","FALSE","web","2"
"199","1199","165393.94","Norte","4","12000","TRUE","tradicional","8"
"200","1200","372542.544","Norte","4","12000","TRUE","web","2"
"201","1201","211953.299","Norte","2","12003","FALSE","tradicional","3"
"202","1202","231022.523","Norte","2","12012","TRUE","web","1"
"203","1203","442137.432","Norte","3","12000","TRUE","tradicional","4"
"204","1204","254578.127","Norte","2","12007","FALSE","web","7"
"205","1205","300504.339","Norte","4","12001","TRUE","tradicional","4"
"206","1206","665057.717","Norte","3","12000","TRUE","web","6"
"207","1207","964994.476","Norte","3","12000","FALSE","tradicional","3"
"208","1208","268849.034","Norte","3","12000","FALSE","web","4"
"209","1209","422686.255","Norte","4","12048","TRUE","tradicional","6"
"210","1210","291145.915","Norte","5","12003","TRUE","web","10"
"211","1211","383037.353","Norte","5","12000","TRUE","tradicional","4"
"212","1212","458942.077","Norte","2","12001","TRUE","web","7"
"213","1213","364593.352","Norte","3","12003","TRUE","tradicional","10"
"214","1214","408015.079","Norte","4","12024","FALSE","web","7"
"215","1215","483943.236","Norte","1","12034","TRUE","tradicional","3"
"216","1216","717192.888","Norte","4","12025","FALSE","web","8"
"217","1217","380528.428","Norte","4","12006","TRUE","tradicional","2"
"218","1218","260904.042","Norte","5","12019","FALSE","web","4"
"219","1219","1015209.5","Norte","2","12017","FALSE","tradicional","8"
"220","1220","356055.314","Norte","4","12004","TRUE","web","2"
"221","1221","541726.349","Norte","4","12000","FALSE","tradicional","5"
"222","1222","221867.475","Norte","4","12019","TRUE","web","3"
"223","1223","609826.849","Norte","3","12001","TRUE","tradicional","2"
"224","1224","450300.746","Norte","3","12002","TRUE","web","2"
"225","1225","1302839.975","Norte","2","12001","FALSE","tradicional","1"
"226","1226","724791.418","Norte","1","12001","TRUE","web","2"
"227","1227","585265.246","Norte","5","12000","FALSE","tradicional","10"
"228","1228","360155.985","Norte","4","12015","FALSE","web","9"
"229","1229","223444.372","Norte","4","12012","TRUE","tradicional","8"
"230","1230","279845.978","Norte","3","12005","FALSE","web","8"
"231","1231","425578.752","Norte","4","12014","TRUE","tradicional","2"
"232","1232","554114.472","Norte","5","12000","TRUE","web","5"
"233","1233","498440.365","Norte","5","12017","TRUE","tradicional","5"
"234","1234","448501.186","Norte","4","12006","TRUE","web","5"
"235","1235","682236.249","Norte","2","12003","FALSE","tradicional","5"
"236","1236","498636.47","Norte","4","12001","FALSE","web","3"
"237","1237","297857.854","Norte","2","12000","TRUE","tradicional","1"
"238","1238","778474.639","Norte","5","12000","TRUE","web","6"
"239","1239","317722.867","Norte","3","12007","FALSE","tradicional","9"
"240","1240","220821.319","Norte","2","12012","FALSE","web","8"
"241","1241","195570.588","Norte","4","12000","TRUE","tradicional","8"
"242","1242","520561.192","Norte","1","12013","TRUE","web","8"
"243","1243","375443.563","Norte","1","12008","TRUE","tradicional","10"
"244","1244","104628.273","Norte","1","12000","TRUE","web","9"
"245","1245","260509.695","Norte","2","12006","TRUE","tradicional","4"
"246","1246","681091.931","Norte","3","12002","FALSE","web","3"
"247","1247","575271.053","Norte","4","12008","TRUE","tradicional","5"
"248","1248","221992.466","Norte","3","12003","TRUE","web","9"
"249","1249","415036.949","Norte","4","12005","FALSE","tradicional","3"
"250","1250","452041.73","Norte","2","12002","TRUE","web","2"
"251","1251","157337.789","Norte","5","12006","TRUE","tradicional","7"
"252","1252","255567.734","Norte","4","12003","TRUE","web","5"
"253","1253","269098.593","Norte","3","12001","TRUE","tradicional","3"
"254","1254","173916.061","Norte","3","12000","TRUE","web","5"
"255","1255","391214.225","Norte","5","12005","TRUE","tradicional","9"
"256","1256","468803.171","Norte","5","12008","TRUE","web","6"
"257","1257","349201.563","Norte","4","12042","FALSE","tradicional","7"
"258","1258","132903.056","Norte","4","12008","TRUE","web","2"
"259","1259","369983.451","Norte","2","12033","TRUE","tradicional","2"
"260","1260","479020.794","Norte","4","12005","TRUE","web","7"
"261","1261","754161.058","Norte","3","12015","TRUE","tradicional","5"
"262","1262","531975.666","Norte","2","12003","TRUE","web","2"
"263","1263","583544.276","Norte","4","12016","TRUE","tradicional","6"
"264","1264","669296.987","Norte","3","12017","TRUE","web","9"
"265","1265","479578.697","Norte","3","12035","TRUE","tradicional","3"
"266","1266","506412.462","Norte","5","12014","TRUE","web","6"
"267","1267","267026.894","Norte","2","12002","FALSE","tradicional","8"
"268","1268","419029.152","Norte","3","12021","FALSE","web","5"
"269","1269","435591.721","Norte","4","12017","TRUE","tradicional","5"
"270","1270","464037.498","Norte","5","12002","FALSE","web","2"
"271","1271","442382.076","Norte","5","12000","TRUE","tradicional","5"
"272","1272","295609.618","Norte","2","12002","TRUE","web","7"
"273","1273","680005.055","Norte","4","12015","TRUE","tradicional","2"
"274","1274","379049.091","Norte","5","12003","TRUE","web","8"
"275","1275","387583.079","Norte","5","12002","FALSE","tradicional","4"
"276","1276","531363.741","Norte","3","12001","TRUE","web","9"
"277","1277","432773.639","Norte","3","12016","TRUE","tradicional","7"
"278","1278","791870.399","Norte","4","12000","FALSE","web","3"
"279","1279","229681.169","Norte","2","12014","TRUE","tradicional","9"
"280","1280","425291.134","Norte","3","12011","TRUE","web","10"
"281","1281","232040.826","Norte","3","12088","TRUE","tradicional","2"
"282","1282","384232.195","Norte","1","12010","TRUE","web","1"
"283","1283","321153.46","Norte","4","12012","TRUE","tradicional","3"
"284","1284","542116.648","Norte","1","12012","TRUE","web","3"
"285","1285","573826.713","Norte","2","12010","FALSE","tradicional","8"
"286","1286","459314.624","Norte","4","12001","TRUE","web","9"
"287","1287","488229.012","Norte","1","12000","FALSE","tradicional","3"
"288","1288","658180.531","Norte","3","12003","TRUE","web","5"
"289","1289","572524.728","Norte","3","12000","TRUE","tradicional","3"
"290","1290","525308.513","Norte","5","12002","TRUE","web","7"
"291","1291","313593.782","Norte","2","12000","FALSE","tradicional","2"
"292","1292","143248.985","Norte","1","12000","TRUE","web","8"
"293","1293","213808.31","Norte","4","12020","FALSE","tradicional","6"
"294","1294","435386.767","Norte","3","12000","FALSE","web","4"
"295","1295","252663.626","Norte","4","12000","TRUE","tradicional","7"
"296","1296","568354.943","Norte","5","12011","TRUE","web","9"
"297","1297","560166.073","Norte","3","12035","TRUE","tradicional","3"
"298","1298","974960.158","Norte","4","12000","TRUE","web","5"
"299","1299","793457.914","Norte","4","12020","TRUE","tradicional","5"
"300","1300","414126.882","Norte","3","12001","TRUE","web","7"
"301","1301","276546.686","Norte","4","12009","TRUE","tradicional","5"
"302","1302","509793.041","Norte","4","12025","TRUE","web","6"
"303","1303","578986.411","Norte","4","12004","TRUE","tradicional","3"
"304","1304","178879.967","Norte","5","12025","FALSE","web","9"
"305","1305","466081.608","Norte","2","12002","TRUE","tradicional","2"
"306","1306","459121.247","Norte","1","12002","TRUE","web","3"
"307","1307","371115.124","Norte","3","12000","TRUE","tradicional","6"
"308","1308","453501.829","Norte","3","12002","FALSE","web","8"
"309","1309","655169.86","Norte","3","12000","TRUE","tradicional","4"
"310","1310","347237.672","Norte","5","12000","FALSE","web","1"
"311","1311","641235.853","Norte","4","12007","TRUE","tradicional","9"
"312","1312","714568.148","Norte","2","12010","TRUE","web","10"
"313","1313","279778.631","Norte","4","12003","TRUE","tradicional","8"
"314","1314","545369.979","Norte","2","12013","TRUE","web","8"
"315","1315","258696.612","Norte","3","12000","FALSE","tradicional","3"
"316","1316","357562.265","Norte","4","12001","TRUE","web","2"
"317","1317","655746.626","Norte","3","12003","TRUE","tradicional","6"
"318","1318","447017.897","Norte","1","12004","FALSE","web","8"
"319","1319","239689.154","Norte","1","12000","FALSE","tradicional","9"
"320","1320","578424.035","Norte","4","12002","TRUE","web","4"
"321","1321","398073.755","Norte","3","12005","TRUE","tradicional","5"
"322","1322","302887.564","Norte","4","12006","TRUE","web","4"
"323","1323","336981.72","Norte","3","12002","TRUE","tradicional","1"
"324","1324","258969.081","Norte","4","12000","TRUE","web","2"
"325","1325","304090.096","Norte","4","12001","TRUE","tradicional","8"
"326","1326","255369.434","Norte","2","12006","TRUE","web","10"
"327","1327","553792.655","Norte","3","12005","TRUE","tradicional","9"
"328","1328","656810.833","Norte","1","12001","FALSE","web","3"
"329","1329","468388.528","Norte","1","12000","TRUE","tradicional","2"
"330","1330","396723.404","Norte","1","12000","TRUE","web","8"
"331","1331","238949.836","Norte","2","12002","TRUE","tradicional","2"
"332","1332","376634.552","Norte","1","12008","TRUE","web","6"
"333","1333","564307.577","Norte","3","12011","TRUE","tradicional","8"
"334","1334","496907.607","Norte","5","12002","TRUE","web","9"
"335","1335","953406.948","Norte","1","12001","TRUE","tradicional","8"
"336","1336","232736.639","Norte","4","12006","FALSE","web","9"
"337","1337","536750.298","Norte","4","12001","TRUE","tradicional","5"
"338","1338","369016.733","Norte","4","12000","FALSE","web","3"
"339","1339","272425.95","Norte","4","12000","TRUE","tradicional","8"
"340","1340","424815.683","Norte","2","12017","TRUE","web","4"
"341","1341","278253.801","Norte","5","12021","TRUE","tradicional","9"
"342","1342","350792.081","Norte","2","12013","FALSE","web","7"
"343","1343","392309.092","Norte","2","12001","TRUE","tradicional","4"
"344","1344","244556.645","Norte","2","12037","FALSE","web","9"
"345","1345","305833.432","Norte","4","12000","TRUE","tradicional","7"
"346","1346","313169.583","Norte","2","12002","TRUE","web","2"
"347","1347","263124.304","Norte","5","12001","TRUE","tradicional","7"
"348","1348","132312.903","Norte","3","12002","FALSE","web","4"
"349","1349","809552.299","Norte","4","12000","FALSE","tradicional","9"
"350","1350","163171.632","Norte","5","12004","TRUE","web","5"
"351","1351","406523.124","Norte","2","12067","TRUE","tradicional","2"
"352","1352","518210.434","Norte","2","12022","TRUE","web","1"
"353","1353","334833.399","Norte","3","12019","TRUE","tradicional","6"
"354","1354","576454.792","Norte","1","12000","TRUE","web","4"
"355","1355","341518.249","Norte","4","12000","TRUE","tradicional","2"
"356","1356","1085260.775","Norte","2","12027","TRUE","web","4"
"357","1357","407722.281","Norte","1","12007","FALSE","tradicional","3"
"358","1358","497443.659","Norte","1","12000","FALSE","web","4"
"359","1359","216416.36","Norte","4","12018","TRUE","tradicional","7"
"360","1360","222774.074","Norte","5","12025","FALSE","web","7"
"361","1361","506820.841","Norte","4","12000","TRUE","tradicional","6"
"362","1362","622449.746","Norte","1","12001","TRUE","web","10"
"363","1363","474445.727","Norte","3","12000","FALSE","tradicional","5"
"364","1364","321099.035","Norte","4","12015","TRUE","web","2"
"365","1365","190004.764","Norte","1","12020","TRUE","tradicional","5"
"366","1366","331864.007","Norte","3","12041","TRUE","web","10"
"367","1367","317941.63","Norte","2","12000","TRUE","tradicional","6"
"368","1368","608123.916","Norte","3","12006","TRUE","web","4"
"369","1369","93812.415","Norte","1","12010","TRUE","tradicional","8"
"370","1370","235224.931","Norte","2","12044","TRUE","web","4"
"371","1371","239026.997","Norte","3","12000","TRUE","tradicional","4"
"372","1372","540057.322","Norte","2","12005","TRUE","web","10"
"373","1373","507791.347","Norte","3","12037","TRUE","tradicional","5"
"374","1374","308919.115","Norte","3","12007","TRUE","web","5"
"375","1375","299880.836","Norte","2","12034","TRUE","tradicional","5"
"376","1376","280018.031","Norte","4","12016","TRUE","web","6"
"377","1377","333006.734","Norte","4","12000","TRUE","tradicional","5"
"378","1378","447007.887","Norte","4","12005","TRUE","web","2"
"379","1379","872192.702","Norte","2","12000","TRUE","tradicional","5"
"380","1380","721759.352","Norte","5","12002","FALSE","web","8"
"381","1381","509197.857","Norte","3","12005","FALSE","tradicional","5"
"382","1382","291011.774","Norte","3","12017","TRUE","web","7"
"383","1383","426966.842","Norte","2","12003","TRUE","tradicional","8"
"384","1384","150122.033","Norte","2","12002","TRUE","web","6"
"385","1385","475877.173","Norte","4","12002","TRUE","tradicional","7"
"386","1386","481555.342","Norte","2","12022","TRUE","web","2"
"387","1387","386219.013","Norte","5","12000","TRUE","tradicional","4"
"388","1388","421308.833","Norte","2","12006","TRUE","web","4"
"389","1389","673521.975","Norte","3","12003","TRUE","tradicional","7"
"390","1390","241617.077","Norte","1","12005","TRUE","web","6"
"391","1391","347492.417","Norte","4","12003","TRUE","tradicional","3"
"392","1392","379734.206","Norte","1","12005","TRUE","web","6"
"393","1393","583354.593","Norte","2","12011","TRUE","tradicional","8"
"394","1394","202186.755","Norte","3","12027","TRUE","web","10"
"395","1395","581528.925","Norte","3","12016","TRUE","tradicional","3"
"396","1396","324789.749","Norte","5","12002","TRUE","web","5"
"397","1397","1614803.945","Norte","3","12004","FALSE","tradicional","8"
"398","1398","681213.092","Norte","3","12020","TRUE","web","5"
"399","1399","498540.379","Norte","5","12012","TRUE","tradicional","4"
"400","1400","369065.092","Norte","4","12005","TRUE","web","5"
"401","1401","277856.266","Norte","5","12006","FALSE","tradicional","5"
"402","1402","383956.151","Norte","4","12019","TRUE","web","5"
"403","1403","318137.589","Norte","5","12020","FALSE","tradicional","8"
"404","1404","728976.866","Norte","3","12030","TRUE","web","8"
"405","1405","458982.874","Norte","4","12000","FALSE","tradicional","9"
"406","1406","301142.855","Norte","5","12002","TRUE","web","6"
"407","1407","1011090.683","Norte","3","12012","TRUE","tradicional","3"
"408","1408","320624.121","Norte","4","12017","TRUE","web","9"
"409","1409","513467.426","Norte","3","12004","TRUE","tradicional","5"
"410","1410","185075.602","Norte","2","12000","TRUE","web","2"
"411","1411","636592.273","Norte","3","12015","TRUE","tradicional","8"
"412","1412","590631.779","Norte","5","12001","TRUE","web","2"
"413","1413","360147.44","Norte","2","12000","TRUE","tradicional","2"
"414","1414","349412.998","Norte","3","12001","FALSE","web","8"
"415","1415","719179.151","Norte","3","12062","TRUE","tradicional","7"
"416","1416","806809.752","Norte","2","12006","TRUE","web","4"
"417","1417","394262.817","Norte","1","12000","TRUE","tradicional","2"
"418","1418","170074.61","Norte","5","12001","TRUE","web","7"
"419","1419","610694.255","Norte","1","12014","FALSE","tradicional","5"
"420","1420","631076.498","Norte","3","12007","FALSE","web","9"
"421","1421","539221.77","Norte","1","12000","TRUE","tradicional","8"
"422","1422","332773.306","Norte","2","12023","TRUE","web","6"
"423","1423","376568.389","Norte","2","12012","FALSE","tradicional","7"
"424","1424","571338.171","Norte","3","12017","TRUE","web","4"
"425","1425","439142.227","Norte","2","12016","FALSE","tradicional","7"
"426","1426","173891.248","Norte","2","12007","FALSE","web","3"
"427","1427","333676.396","Norte","3","12001","TRUE","tradicional","5"
"428","1428","303770.244","Norte","4","12000","TRUE","web","7"
"429","1429","581637.385","Norte","2","12001","TRUE","tradicional","10"
"430","1430","689216.101","Norte","1","12001","FALSE","web","9"
"431","1431","403880.333","Norte","1","12085","FALSE","tradicional","9"
"432","1432","588108.665","Norte","3","12040","TRUE","web","4"
"433","1433","433932.319","Norte","5","12000","TRUE","tradicional","2"
"434","1434","325830.04","Norte","1","12000","TRUE","web","8"
"435","1435","298579.729","Norte","3","12007","TRUE","tradicional","9"
"436","1436","566049.657","Norte","2","12000","TRUE","web","7"
"437","1437","402727.006","Norte","4","12004","TRUE","tradicional","10"
"438","1438","629568.302","Norte","3","12013","TRUE","web","3"
"439","1439","442266.274","Norte","2","12030","TRUE","tradicional","9"
"440","1440","186397.073","Norte","4","12005","TRUE","web","6"
"441","1441","373882.679","Norte","4","12030","TRUE","tradicional","6"
